model_name,data,epochs,mse_train,mse_test,mae_train,mae_test,loss_epoch_1,loss_epoch_2,loss_epoch_3,loss_epoch_4,loss_epoch_5,loss_epoch_6,loss_epoch_7,loss_epoch_8,loss_epoch_9,loss_epoch_10,loss_epoch_11,loss_epoch_12,loss_epoch_13,loss_epoch_14,loss_epoch_15,loss_epoch_16,loss_epoch_17,loss_epoch_18,loss_epoch_19,loss_epoch_20,loss_epoch_21,loss_epoch_22,loss_epoch_23,loss_epoch_24,loss_epoch_25,loss_epoch_26,loss_epoch_27,loss_epoch_28,loss_epoch_29,loss_epoch_30,loss_epoch_31,loss_epoch_32,loss_epoch_33,loss_epoch_34,loss_epoch_35,loss_epoch_36,loss_epoch_37,loss_epoch_38,loss_epoch_39,loss_epoch_40,loss_epoch_41,loss_epoch_42,loss_epoch_43,loss_epoch_44,loss_epoch_45,loss_epoch_46,loss_epoch_47,loss_epoch_48,loss_epoch_49,loss_epoch_50,Reps,FeatureMap,Ansatze
QLSTM,data/data_damped_oscillator.csv,15,0.0630868226289749,0.0288090649992227,0.2233514636754989,0.1520885229110717,0.0768381424534779,0.0618723701112545,0.061867481097579,0.0613259247575814,0.0612389941055041,0.0612775340962868,0.0612800234498885,0.0612767821607681,0.061273665812153,0.0612742503961691,0.061276255462032,0.061277564901572,0.0612781757059005,0.0612786170095205,0.0612790908377904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0001466775720473,2.292729914188385e-05,0.0094382017850875,0.0039207674562931,0.0588918450073554,0.0386478838582451,0.019564470455337,0.0060694571853113,0.0008342742960219,0.0005540160760014,0.0003153111756546,0.000249460411746,0.0002302550139854,0.0002170940256641,0.0002066032983958,0.0001992430903695,0.0001940520223098,0.0001897249439934,0.0001858638738317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0002713675494305,6.131175177870318e-05,0.0137781165540218,0.0066544455476105,0.0359286968596279,0.0080953176724366,0.0027057553334788,0.0005189694067946,0.0005856799868454,0.0002411382611171,0.0002235739923959,0.000259588778695,0.0002380779215645,0.0002267829146988,0.0002251068760345,0.0002270373787233,0.0002361969952919,0.0002486560831759,0.0002612105203857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,my_own,my_own
QLSTM,data/data_damped_oscillator.csv,15,0.0005731694982387,0.0001133924452005,0.015912227332592,0.0094961635768413,0.064617658033967,0.0595210532729442,0.0563801171687933,0.0508675490720913,0.0426840517096794,0.0346427054789203,0.0282371618713323,0.0227510628218834,0.0178776568231674,0.0133767831139266,0.0093149110280837,0.0059408216844671,0.0034609458883866,0.0018872101858365,0.0010767932130525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.0630792826414108,0.0288060959428548,0.2232920527458191,0.1520485132932663,0.0659552556104385,0.0620745022136431,0.0613453964201303,0.0613566930763996,0.0613803233091647,0.0613662803975435,0.0613512620329856,0.0613555491257172,0.0613588884186286,0.0613577714046606,0.0613568675919221,0.061356992389147,0.0613569051313858,0.0613564847467037,0.0613560678007511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0001274563837796,5.088412945042364e-05,0.0078604631125926,0.0056253257207572,0.0908259292348073,0.0411121502805214,0.0247400201355608,0.0113959878396529,0.0037826296745781,0.0011678714259827,0.0004049889942577,0.0002963828469196,0.0002438049279869,0.0002362141021876,0.0002209382943804,0.0002056095900815,0.0001985051321053,0.0001930039045244,0.0001907130438037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0630817785859108,0.0288069434463977,0.2233134359121322,0.1520629227161407,0.0631191521309889,0.0614274508104874,0.0614156238734722,0.0613602693550861,0.0613196999407731,0.0613110763235734,0.0613191292549555,0.0613205374146883,0.0613182334659191,0.0613168502369752,0.0613165467690963,0.0613160686424145,0.0613152469293429,0.0613143839515172,0.0613135636712496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0001449210103601,3.314892092021182e-05,0.0095987068489193,0.0047014541923999,0.0533348104844872,0.0232896388580019,0.0062529878240848,0.0017741474551327,0.0007852527398007,0.0004094477746828,0.000447553597601,0.0004068515638489,0.0003642435247177,0.0003429831466256,0.0003228515236584,0.0003013509648064,0.000281705944172,0.0002628277207594,0.0002439840074937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0003529280656948,9.20910679269582e-05,0.0133739579468965,0.0087151480838656,0.0632194756315304,0.0529529736019097,0.0419186277744861,0.0305201035136213,0.0208609577698203,0.013433471823541,0.0082385224612573,0.0046175992689453,0.0023467806929077,0.0012383029634992,0.0008748387682806,0.0007528486256398,0.0006642806704174,0.0006002592876589,0.0005501849485041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.0002156907139578,6.348365423036739e-05,0.0094828614965081,0.0058694737963378,0.0833464117290882,0.0567613172416503,0.0360988246706815,0.0194576079957187,0.0086990770203276,0.0039429584150918,0.0021891695303985,0.0013562874172258,0.0010406267000899,0.0008276910095726,0.0007294068536094,0.0006764744869612,0.0006311465605484,0.0005949223111831,0.0005622487201785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,my_own,my_own
QLSTM,data/data_damped_oscillator.csv,15,0.0630770921707153,0.0288055036216974,0.2232711464166641,0.1520344316959381,0.067006262878959,0.062030868174938,0.0616046872276526,0.0614811192051722,0.0613439706369088,0.0613658001216558,0.0613808525869479,0.061374474173555,0.061370906061851,0.0613737208052323,0.0613748719199345,0.0613745077011676,0.0613746206061198,0.0613749798100728,0.0613751200815806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0001889908453449,4.966774577042088e-05,0.0107507426291704,0.0057681147009134,0.0603936937852547,0.0396019259037879,0.0233255870855198,0.009888987450932,0.0024450996380227,0.0006432466638775,0.0004806314480867,0.0003164460988325,0.0002794510219246,0.0003014512896278,0.0002880043002033,0.0002755360546871,0.0002782583995632,0.0002862028872746,0.0002915491747374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0004201072733849,0.0002428537991363,0.0137173011898994,0.0110636996105313,0.0729536697841607,0.0631276622701149,0.0615945376742344,0.0605841925224432,0.0568911728377525,0.0455267612034311,0.0316147566414796,0.0214051948143885,0.0135911644722979,0.0082550033246381,0.0046667358076844,0.0027565116615733,0.0019000013394711,0.0015018244538133,0.0012529681060606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.0630787909030914,0.0288059469312429,0.2232875823974609,0.1520455032587051,0.0656615323745287,0.0617912321423108,0.0615431621957283,0.0614370673608321,0.061336822521228,0.0613448651364216,0.061359651816579,0.0613570557190821,0.0613531847126208,0.0613543535940922,0.061355547979474,0.0613553883651128,0.0613551697192283,0.0613552284641907,0.0613552399266224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0003369367914274,0.0001404201757395,0.012952335178852,0.0090614641085267,0.1112026353008472,0.06321084814576,0.0588002373965886,0.0457300185584104,0.0293101368901821,0.0151979941874742,0.0066040450496634,0.0035128553594964,0.0025981907293988,0.001932590087213,0.0016103016924507,0.0013470531221873,0.0011350374015119,0.0009735817394147,0.0008483274846534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0003417284751776,5.622025491902605e-05,0.0124099077656865,0.0056979334913194,0.0879466840280936,0.0431344302084583,0.0180235785127689,0.0074384283104266,0.0036377641461932,0.0020911408937536,0.0015110019493686,0.0012868514806121,0.0011978595732496,0.0011348327344211,0.001070978196087,0.0010130232392559,0.000950517419439,0.0008820759696671,0.0008194142025716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,my_own,my_own
QLSTM,data/data_damped_oscillator.csv,15,0.0630958750844001,0.0288137327879667,0.2234085202217102,0.1521269530057907,0.0952482992568268,0.0668969746822348,0.0616029680061798,0.0611733021931006,0.0612487397514856,0.0612401075374621,0.061224894454846,0.0612196370672721,0.0612175643730622,0.0612172225060371,0.0612179374752136,0.0612188349836147,0.0612195230160768,0.0612199815133443,0.0612203023181511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0002810728037729,6.85561535647139e-05,0.0118879806250333,0.0072670169174671,0.0626736470999626,0.0595620131263366,0.0543328161136462,0.0441030047547358,0.0308781676710798,0.0192733119743374,0.0115937369230848,0.0066874165696879,0.0035649708991583,0.0017631094535597,0.0009613217877743,0.000700677164087,0.000588673016934,0.0005116516471249,0.0004602372629541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.0002002688270295,2.948352812381927e-05,0.0114792054519057,0.0047421972267329,0.0572718072396058,0.0310791462946396,0.0104918809553894,0.0023054375062481,0.0008279298915742,0.0004539963774732,0.0004225009106448,0.0003680061860135,0.0003407193575045,0.0003292107369186,0.0003166605467693,0.0003053386776278,0.000298618553363,0.0002946264895189,0.0002908278060763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0630736202001571,0.0288050398230552,0.2232320010662078,0.1520080715417862,0.0624853227860652,0.0614627369034748,0.0614837046999197,0.0614419460583191,0.0614284463226795,0.0614386169383159,0.0614369492977857,0.0614343493317182,0.0614352124528243,0.0614351416723086,0.0614344758483079,0.0614342099198928,0.0614339359677754,0.0614335428063686,0.061433175435433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0003131562261842,4.7986926801968366e-05,0.0144493365660309,0.0061937030404806,0.0682604360179259,0.0346572902769996,0.0145078139702001,0.003547153650568,0.0024176154032689,0.0009699366928543,0.0005435290860567,0.0004786187570201,0.0004220536541722,0.0003489829636796,0.0003370351478224,0.0003473152957247,0.000354008524692,0.0003542723677058,0.0003546889280327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0003215358592569,0.0001642856805119,0.0134254246950149,0.0117325847968459,0.275468783882948,0.0866782269798792,0.0622191194158334,0.0600409106566355,0.0554877096930375,0.0481447136172881,0.0365609990862699,0.0267669835772651,0.0195697125119085,0.0133563116049537,0.0077794567735579,0.0036344809162143,0.0014913541018149,0.0007227099995361,0.0005648933707002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.0001278359122807,4.375912249088288e-05,0.0097164856269955,0.0058290278539061,0.0597697261434334,0.0344342796418529,0.0200851930735202,0.0098709871526807,0.0032918822074022,0.0004970825908598,0.0003525530494068,0.0002339461135796,0.0002383986954485,0.0001804539891824,0.0001545720099854,0.0001492694517275,0.0001472588455026,0.0001435361441858,0.0001402305231469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,my_own,my_own
QLSTM,data/data_damped_oscillator.csv,15,0.0630808621644973,0.0288066137582063,0.2233058810234069,0.1520578265190124,0.0645785576735551,0.0615527641314726,0.0614865052585418,0.061399369715498,0.0613318302023869,0.061330930974621,0.0613430865968649,0.0613424922697819,0.061339164725863,0.0613390397853576,0.0613397292506236,0.0613395720720291,0.0613391340638582,0.0613388576759741,0.0613386307198267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0002682834456209,4.978720608050935e-05,0.0133534353226423,0.0062920209020376,0.0454226300263634,0.0166086172416376,0.0038477116423354,0.0012996573036966,0.0007397631399306,0.0005192396982658,0.0004324603544843,0.0003769983422199,0.0003345176916739,0.0003147575318087,0.0003073773497397,0.0003049410513015,0.0003047866694732,0.0003058097832903,0.0003077542510604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0002247016236651,5.19185523444321e-05,0.010411805473268,0.0063652470707893,0.0656059847141687,0.0571727573585051,0.047314410456098,0.0337448118684383,0.0206410717935516,0.0107983815340468,0.0048495857671906,0.0020086015194045,0.0009910506117963,0.0007458691476271,0.0006371419417868,0.0005572559966822,0.0005042983964533,0.0004626933984512,0.0004279913667302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.0630885884165763,0.0288099106401205,0.2233635336160659,0.1520966440439224,0.0619923834903882,0.0613363641672409,0.0612813539516467,0.061268984268491,0.0612740727284779,0.0612762232239429,0.0612754720048262,0.0612744133059795,0.0612740263056296,0.0612739695665928,0.0612738427634422,0.0612736011926944,0.0612733296763438,0.0612730717716308,0.0612728184518905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0001812977861845,3.7063073250465095e-05,0.009085982106626,0.0051029482856392,0.0826204505462486,0.0405332625915224,0.0234239070246425,0.0091431427527613,0.003977097360453,0.0017829556712128,0.0010656546107314,0.0008407416417657,0.0007098049480611,0.0005868826337973,0.0005085171304437,0.0004465862366487,0.0003995201074688,0.0003645332516708,0.0003372174584141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0001494482858106,2.2721997083863243e-05,0.0079863285645842,0.0038728874642401,0.1191492083554084,0.0655558378650592,0.0634252708405256,0.060959739323992,0.0585863269292391,0.0486927426491792,0.0328107711930687,0.0178740410349116,0.0076306703178068,0.002541032677982,0.0010548456171258,0.0005068072798446,0.0004063911938618,0.000362832477549,0.0003172154163341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,my_own,my_own
QLSTM,data/data_damped_oscillator.csv,15,0.0630954056978225,0.0288134757429361,0.2234058380126953,0.1521251499652862,0.0615670519092908,0.0612438591913535,0.0612269499554083,0.0612229780795482,0.0612211324847661,0.0612193542317702,0.0612174305491722,0.0612154570049964,0.0612135075319271,0.0612115945953589,0.0612097146132817,0.0612078685886584,0.0612060545155635,0.0612042761192872,0.0612025375549609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0001044913296937,3.482335523585789e-05,0.0086157638579607,0.0051431758329272,0.063977008112348,0.0314498161180661,0.0160684686046666,0.0043037294537778,0.0018223730797986,0.0011104024866094,0.0004972595942,0.0002734314730332,0.0001961675130027,0.0001660260814577,0.0001371013847976,0.000111508106294,9.500513043838929e-05,8.69872823946375e-05,8.437783253611997e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0001323823671555,4.903157605440356e-05,0.0082522956654429,0.006513247732073,0.0570406663016631,0.03834008368162,0.0261315887149136,0.0160693557431491,0.00848573337918,0.003501033946612,0.0012395681394711,0.0006418576863674,0.0005038837900009,0.000398450353644,0.0003554383404732,0.000319012556037,0.0002874574565794,0.000259195122523,0.0002359810387133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.063082754611969,0.0288073159754276,0.223321259021759,0.1520681828260421,0.0620247158580101,0.0613564910510411,0.0613169872130339,0.0613185776254305,0.0613193560678225,0.0613172064320399,0.0613156961133846,0.0613152993699679,0.0613149193903574,0.0613142491246645,0.0613135183946444,0.061312830218902,0.061312152359348,0.0613114488526032,0.0613107350296699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0002035256911767,4.211113628116436e-05,0.0118086254224181,0.0057708444073796,0.051147572373828,0.0232021868981134,0.0083290605555073,0.0016520066766623,0.0004217822055439,0.0004122553017133,0.0002751558696707,0.0002260545597192,0.0002269195017736,0.0002340278286003,0.0002304132260458,0.0002240000749924,0.000219678558586,0.0002188125030303,0.0002186861479108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0002087186439894,5.405072079156525e-05,0.0102081755176186,0.0065341289155185,0.0653442206004491,0.0601728607255678,0.0566027776266519,0.0465507505175012,0.0319798607379198,0.0173772218852089,0.0066241900741051,0.0018196095960984,0.0008194332868487,0.0006202920138513,0.0004837081919854,0.0004282613142724,0.0003952457286336,0.0003621906513357,0.0003361433202651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.0630719661712646,0.0288051590323448,0.2232089340686798,0.151992529630661,0.0626135919816218,0.0614539833309558,0.0614792585659485,0.0614575570305952,0.0614427269364778,0.0614499346568034,0.0614501835348514,0.0614482939529877,0.0614490612195088,0.0614493397565988,0.0614490802758015,0.0614491095050023,0.0614491284180146,0.0614490607896676,0.0614490060565563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,9.633911395212635e-05,3.795433440245688e-05,0.0076311388984322,0.0047478093765676,0.0516893660578017,0.0228180683737334,0.0089920856407843,0.0029825632395491,0.0008623513668471,0.000605723496007,0.000362138167055,0.0002868454287706,0.0002521978010638,0.0002272857068769,0.0002091145103734,0.0001954638056094,0.000183306620154,0.0001731196599184,0.0001653832760684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0001189590766443,5.925956429564394e-05,0.0085617527365684,0.0067953723482787,0.0634434148669242,0.0606799654376048,0.0550424717366695,0.0224147737384415,0.0053100323465724,0.0022845480886574,0.0012283779819531,0.0005088922925306,0.0004167614150411,0.0003606771505684,0.0003096313988722,0.0002767995969266,0.0002506831299867,0.0002291674998279,0.0002111552541744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,my_own,my_own
QLSTM,data/data_damped_oscillator.csv,15,0.0630821511149406,0.0288070850074291,0.2233164459466934,0.1520649343729019,0.1048965792243297,0.0630734648125676,0.063295004172967,0.0614754911512136,0.0612958984879347,0.0613502764071409,0.0613326013374787,0.0613168158496801,0.0613121365985045,0.0613193523425322,0.0613235560460732,0.0613245287766823,0.0613254728512122,0.0613270331747256,0.0613284318779523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_2,paper_2
QLSTM,data/data_damped_oscillator.csv,15,0.0002428225561743,0.0001091921294573,0.0109670497477054,0.008646436035633,0.1177896180978188,0.0620737438305066,0.0532923037042984,0.0405896585434675,0.0279591234687429,0.0167099852114915,0.0086142560288023,0.0038656640994864,0.0017449577750924,0.0011171191704656,0.0008937794560691,0.0007718796953738,0.0006690886657452,0.0006009104657165,0.000537305610823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
QLSTM,data/data_damped_oscillator.csv,15,0.000235217201407,5.050772961112671e-05,0.0118586532771587,0.0059860739856958,0.0629956611933616,0.045082893795692,0.0276228847841803,0.0123191331423675,0.0038804462148199,0.0016702657773678,0.0009116087010345,0.0006022153840883,0.0004844424732324,0.0004441051110356,0.000405939731326,0.0003656263669164,0.0003372335894919,0.0003208504791613,0.0003098435940606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_3,paper_3
QLSTM,data/data_damped_oscillator.csv,15,0.0004748161591123,0.000203797215363,0.0154219279065728,0.0112700331956148,0.1419044003750269,0.0614122910281786,0.0491850500783095,0.0374428511668856,0.027804294672723,0.0177475085768562,0.0086848721391736,0.0043197183739931,0.0030399440617587,0.0021514286972188,0.0016545395281774,0.0013482154709681,0.0011053742200601,0.0009218028314465,0.0007857206980518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,my_own,my_own
QLSTM,data/data_damped_oscillator.csv,15,0.0001394606515532,4.7293553507188335e-05,0.0082339840009808,0.0061380863189697,0.0640984964198791,0.056364680138918,0.0401065087375732,0.0236512459098146,0.0130385693270139,0.0063946702732489,0.0026758500630071,0.0009574653693282,0.0005429815556943,0.0003937674362252,0.0003413957758591,0.0003070873807211,0.0002947494243786,0.0002806085976772,0.000266718466334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,paper_1,paper_1
